,level,parent,name,q,eppo
2060,9,108,Citrus karna,,CIDAK
2061,9,108,Citrus australis,Q50837160,CIDAL
2062,9,108,Citrus myrtifolia,Q1074438,CIDAM
2063,9,108,Citrus x aurantium,Q147096,CIDAU
2064,9,108,Citrus x amblycarpa,,CIDAY
2065,9,108,Citrus celebica,Q22285551,CIDCE
2066,9,108,Citrus x aurantium var. clementina,,CIDCL
2067,9,108,Citrus x aurantium var. deliciosa,,CIDDE
2068,9,108,Citrus depressa,Q2233999,CIDDP
2069,9,108,Citrus maxima,Q80024,CIDGR
2070,9,108,Citrus hassaku,Q130172,CIDHA
2071,9,108,Citrus halimii,Q1093737,CIDHL
2072,9,108,Citrus hybrids,,CIDHX
2073,9,108,Citrus hystrix,Q465934,CIDHY
2074,9,108,Citrus inodora,Q15389159,CIDID
2075,9,108,Citrus x limonia var. jambhiri,,CIDJA
2076,9,108,Citrus x junos,,CIDJU
2077,9,108,Citrus x latifolia,,CIDLA
2078,9,108,Citrus lucida,Q18082827,CIDLC
2079,9,108,Citrus x limon,Q500,CIDLI
2080,9,108,Citrus x limon var. limetta,,CIDLM
2081,9,108,Citrus x limonia,,CIDLO
2082,9,108,Citrus latipes,Q5122905,CIDLP
2083,9,108,Citrus x limon var. limettioides,,CIDLT
2084,9,108,C.itrus x lumia var. lumia,,CIDLU
2085,9,108,Citrus x aurantiifolia var. macrophylla,,CIDMA
2086,9,108,Citrus medica,Q150064,CIDME
2087,9,108,Citrus micrantha,Q20704151,CIDMN
2088,9,108,Citrus macroptera,Q5122910,CIDMP
2089,9,108,Citrus limonimedica,Q5460906,CIDMS
2090,9,108,Citrus x limon var. meyerii,,CIDMY
2091,9,108,Citrus natsudaidai,Q453563,CIDNA
2092,9,108,Citrus x nobilis,,CIDNO
2093,9,108,Citrus x aurantium var. paradisi,,CIDPA
2094,9,108,Citrus pennivesiculata,Q21247836,CIDPE
2095,9,108,Citrus sunki,Q50828589,CIDRA
2096,9,108,Citrus reticulata,Q125337,CIDRE
2097,9,108,Citrus reshni,Q5658043,CIDRH
2098,9,108,Citrus x tangelo,,CIDRP
2099,9,108,Citrus reticulata (s.l.),,CIDRX
2100,9,108,Citrus x aurantium var. sinensis,,CIDSI
2101,9,108,Citrus sphaerocarpa,Q151555,CIDSP
2102,9,108,Citrus sp.,,CIDSS
2103,9,108,Citrus swinglei,Q15390532,CIDSW
2104,9,108,Citrus x aurantium var. tangerina,,CIDTG
2105,9,108,Citrus tankan,Q11113636,CIDTK
2106,9,108,Citrus tamurana,Q130520,CIDTM
2107,9,108,Citrus taiwanica,Q10907813,CIDTW
2108,9,108,Citrus x aurantium var. unshiu,,CIDUN
2109,9,108,Citrus x limonia var. volkameriana,,CIDVO
2110,9,108,Citrus warburgiana,Q15390977,CIDWA
2111,9,108,Citrus webberi,Q18075777,CIDWE
2112,9,108,Citrus wintersii,Q15388920,CIDWN
2113,9,9279,Cicer arietinum,Q81375,CIEAR
2114,8,9280,Cinchona officinalis,Q3091779,CIHOF
2115,9,9281,Carlina corymbosa,Q2475947,CIICO
2116,9,9281,Carlina vulgaris,Q1534804,CIIVU
2117,8,9282,Citharexylum montevidense,Q5770448,CIKMO
2118,8,9282,Citharexylum myrianthum,Q15494008,CIKMY
2119,8,9282,Citharexylum spinosum,Q1524349,CIKQU
2120,8,9283,Cinnamomum burmannii,Q4115136,CINBU
2121,8,9283,Cinnamomum camphora,Q158722,CINCA
2122,8,9283,Cinnamomum glanduliferum,Q4116450,CINGL
2123,8,9283,Cinnamomum iners,Q10933978,CININ
2124,8,9283,Cinnamomum tenuifolium,Q15606981,CINJA
2125,8,9283,Cinnamomum jensenianum,Q15227665,CINJE
2126,8,9283,Cinnamomum osmophloeum,Q714184,CINOS
2127,8,9283,Cinnamomum sp.,,CINSS
2128,8,9283,Cinnamomum yabunikkei,Q15611676,CINYA
2129,8,9283,Cinnamomum verum,Q370239,CINZE
2130,8,9284,Chionanthus parkinsonii,Q110585492,CIOPA
2131,8,9284,Chionanthus retusus,Q1073191,CIORE
2132,8,9284,Chionanthus sp.,,CIOSS
2133,8,9284,Chionanthus virginicus,Q140341,CIOVI
2134,8,109,Carpinus betulus,Q158776,CIPBE
2135,8,109,Carpinus caroliniana,Q468664,CIPCA
2136,8,109,Carpinus cordata,Q1038027,CIPCO
2137,8,109,Carpinus japonica,Q161435,CIPJA
2138,8,109,Carpinus laxiflora,Q4147190,CIPLA
2139,8,109,Carpinus sp.,,CIPSS
2140,8,109,Carpinus turczaninovii,Q936355,CIPTU
2141,9,9285,Citropsis articulata,Q999157,CIQAR
2142,9,9285,Citropsis daweana,Q15389140,CIQDA
2143,9,9285,Citropsis gilletiana,Q15389931,CIQGI
2144,9,110,Cirsium altissimum,Q15602558,CIRAL
2145,9,110,Cirsium arvense,Q341600,CIRAR
2146,9,110,Cirsium acaule,Q536658,CIRAU
2147,9,110,Cirsium horridulum,Q15595530,CIRHO
2148,9,110,Cirsium japonicum,Q5708539,CIRJA
2149,9,110,Cirsium oleraceum,Q1430370,CIROL
2150,9,110,Cirsium palustre,Q659846,CIRPA
2151,9,110,Cirsium setidens,Q15596390,CIRST
2152,9,110,Cirsium x tataricum,,CIRTT
2153,9,110,Cirsium tuberosum,Q1777398,CIRTU
2154,9,110,Cirsium vulgare,Q21177,CIRVU
2155,9,8951,Acokanthera oppositifolia,Q914509,CISAK
2156,9,9286,Carissa bispinosa,Q12234248,CISBI
2157,9,9286,Carissa carandas,Q1036374,CISCA
2158,9,9286,Carissa macrocarpa,Q934636,CISMA
2159,9,9286,Carissa ovata,Q50828356,CISOV
2160,9,9286,Carissa spinarum,Q931914,CISSR
2161,9,9286,Carissa sp.,,CISSS
2162,9,9286,Carissa tetramera,Q12234247,CISTE
2163,8,9287,Citrullus colocynthis,Q913609,CITCO
2164,8,9128,Benincasa fistulosa,Q17429625,CITFI
2165,8,9287,Citrullus lanatus,Q17507129,CITLA
2166,8,9287,Citrullus lanatus var. citroides,,CITLC
2167,8,9288,Cicuta maculata,Q5119480,CIUMC
2168,9,9289,Scilla luciliae,Q15504195,CIXLU
2169,9,9289,Scilla sardensis,Q15504579,CIXSA
2170,9,111,Citroncirus Citrumelo hybrids,,CJCPT
2171,9,111,Citroncirus webberi,,CJCWE
2172,9,9290,x Citrofortunella floridana,,CJFFL
2173,9,9290,x Citrofortunella microcarpa,Q849387,CJFMI
2174,9,9290,x Citrofortunella sp.,,CJFSS
2175,9,9291,Chytranthus obliquinervis,Q15547645,CJHOB
2176,9,9292,Cupaniopsis anacardioides,Q3005741,CJQAN
2177,8,9293,Clintonia andrewsiana,Q5134293,CJXAN
2178,8,9294,Clarkia unguiculata,Q160123,CKAUN
2179,8,9296,Corokia buddleioides,Q17479803,CKIBU
2180,8,9296,Corokia cotoneaster,Q17479806,CKICO
2181,8,9296,Corokia macrocarpa,Q17479807,CKIMA
2182,8,9296,Corokia sp.,,CKISS
2183,8,9297,Conocarpus erectus,Q2520560,CKUER
2184,8,9299,Cleyera japonica,Q775470,CKYJA
2185,9,9300,Calycolpus moritzianus,Q15396354,CKZMO
2186,8,9302,Claytonia caroliniana,Q2978736,CLACA
2187,8,9302,Claytonia perfoliata,Q1376670,CLAPE
2188,9,112,Calendula arvensis,Q149561,CLDAR
2189,9,112,Calendula officinalis,Q145930,CLDOF
2190,9,112,Calendula sp.,,CLDSS
2191,8,9304,Cleome affinis,Q15517453,CLEAF
2192,8,9304,Cleome chelidonii,Q15517536,CLECH
2193,8,9304,Cleome hassleriana,Q5131678,CLEHA
2194,8,9304,Cleome rutidosperma,Q2978919,CLERT
2195,8,9304,Cleome serrulata,Q5131677,CLESE
2196,8,9304,Cleome spinosa,Q911506,CLESP
2197,8,9304,Cleome sp.,,CLESS
2198,8,9304,Cleome viscosa,Q2978925,CLEVI
2199,9,113,Caladium bicolor hybrids,,CLFBH
2200,9,113,Caladium sp.,,CLFSS
2201,9,9305,Clianthus puniceus,Q1616054,CLGPU
2202,9,9305,Clianthus sp.,,CLGSS
2203,9,9306,Callicarpa americana,Q151067,CLIAM
2204,9,9306,Callicarpa japonica,Q1152721,CLIJA
2205,9,9306,Callicarpa longifolia,Q5021987,CLILO
2206,9,9307,Clivia miniata,Q149094,CLJMI
2207,9,9307,Clivia sp.,,CLJSS
2208,8,9308,Centella asiatica,Q324714,CLLAS
2209,9,9309,Calamagrostis sp.,,CLMSS
2210,8,9310,Calandrinia ciliata,Q5018525,CLNCL
2211,8,9310,Calandrinia ciliata subsp. menziesii,,CLNCM
2212,9,114,Calopogonium mucunoides,Q9674680,CLOMU
2213,9,9311,Cladrastis lutea,,CLQLU
2214,9,9311,Dalbergia delavayi,,CLQSI
2215,9,115,Calamus manan,Q15460145,CLUMA
2216,9,115,Calamus merrillii,Q15461919,CLUME
2217,8,9314,Clusia sp.,,CLUSSP
2218,9,116,Clematis apiifolia,Q3336152,CLVAP
2219,9,116,Clematis cirrhosa,Q2713360,CLVCI
2220,9,116,Clematis drummondii,Q15367414,CLVDM
2221,9,116,Clematis flammula,Q909197,CLVFL
2222,9,116,Clematis hybrids,,CLVHY
2223,9,116,Clematis ligusticifolia,Q2583793,CLVLI
2224,9,116,Clematis terniflora,Q3281716,CLVMX
2225,9,116,Clematis sp.,,CLVSS
2226,9,116,Clematis vitalba,Q160100,CLVVT
2227,9,117,Callistemon acuminatus,Q15395266,CLXAC
2228,9,9315,Melaleuca citrina,Q6810997,CLXCI
2229,9,9315,Melaleuca linearis,Q50845569,CLXRI
2230,9,117,Callistemon salignus,Q5022796,CLXSA
2231,9,117,Callistemon sieberi,Q13897352,CLXSI
2232,9,117,Callistemon speciosus,Q15282937,CLXSP
2233,9,9315,Melaleuca viminalis,Q22113637,CLXVI
2234,8,9316,Ipomoea alba,Q133294,CLYAC
2235,9,9317,Volkameria inermis,Q21877743,CLZIE
2236,9,9318,Clerodendrum indicum,Q15232427,CLZIN
2237,9,9318,Clerodendrum speciosissimum,Q2978978,CLZSP
2238,9,9318,Clerodendrum sp.,,CLZSS
2239,9,9318,Clerodendrum thomsoniae,Q606562,CLZTH
2240,9,9318,Clerodendrum trichotomum,Q764044,CLZTR
2241,8,9319,Camelina microcarpa,Q159637,CMAMI
2242,8,9319,Camelina sativa,Q163958,CMASA
2243,9,118,Chamaedorea costaricana,Q5764252,CMDCO
2244,9,118,Chamaedorea elegans,Q660200,CMDEL
2245,9,118,Chamaedorea seifrizii,Q15248029,CMDSE
2246,9,9320,Chamaerops humilis,Q161747,CMEHU
2247,9,9321,Cymbidium sp.,,CMFSS
2248,9,9322,Carmichaelia australis,Q15528235,CMHAU
2249,8,9323,Campsis radicans,Q468778,CMIRA
2250,9,119,Columnea hirta,Q5150214,CMNHI
2251,9,119,Columnea sp.,,CMNSS
2252,9,9324,Cyamopsis tetragonoloba,Q264770,CMOTE
2253,9,120,Campanula americana,Q1877441,CMPAM
2254,9,120,Campanula carpatica,Q159198,CMPCA
2255,9,120,Campanula grandis subsp. grandis,Q21382930,CMPGG
2256,9,120,Campanula glomerata,Q158045,CMPGL
2257,9,120,Campanula isophylla,Q159993,CMPIS
2258,9,120,Campanula medium,Q127555,CMPME
2259,9,120,Campanula persicifolia,Q790170,CMPPE
2260,9,120,Campanula pyramidalis,Q2119769,CMPPY
2261,9,120,Campanula rapunculoides,Q341547,CMPRA
2262,9,120,Campanula sp.,,CMPSS
2263,9,9325,Campomanesia adamantium,Q15396461,CMQAD
2264,9,9325,Campomanesia aromatica,Q5028493,CMQAR
2265,9,9325,Campomanesia espiritosantensis,Q5028495,CMQES
2266,9,9325,Campomanesia guaviroba,Q15396674,CMQFE
2267,9,9325,Campomanesia guazumifolia,Q15397060,CMQGZ
2268,9,9325,Campomanesia lineatifolia,Q5691923,CMQLI
2269,9,9325,Campomanesia pubescens,Q8261233,CMQOB
2270,9,9325,Campomanesia sessiliflora,Q15396182,CMQSE
2271,9,9325,Campomanesia sp.,,CMQSS
2272,9,9325,Campomanesia xanthocarpa,Q10989015,CMQXA
2273,9,121,Cosmos bipinnatus,Q575748,CMSBI
2274,9,121,Cosmos caudatus,Q5174633,CMSCA
2275,9,121,Cosmos sp.,,CMSSS
2276,9,121,Cosmos sulphureus,Q1209998,CMSSU
2277,8,9327,Calophyllum brasiliense,Q2934367,CMUBR
2278,8,9327,Calophyllum inophyllum,,CMUIN
2279,8,9327,Calophyllum brasiliense var. antillanum,,CMUJA
2280,8,9327,Calophyllum tacamahaca,Q3514162,CMUTA
2281,8,9327,Calophyllum tetrapterum,Q5023242,CMUTE
2282,7,122,Cryptomeria japonica,Q147388,CMYJA
2283,7,122,Cryptomeria sp.,,CMYSS
2284,9,9328,Canavalia ensiformis,Q1677262,CNAEN
2285,9,9328,Canavalia gladiata,Q1937714,CNAGL
2286,9,9328,Canavalia maritima,,CNAMA
2287,8,123,Canarium album,Q5157337,CNBAL
2288,8,123,Canarium indicum,Q10441386,CNBCO
2289,8,123,Canarium odontophyllum,Q15541640,CNBOD
2290,8,123,Canarium sp.,,CNBSS
2291,9,9329,Conyza apurensis,Q15549154,CNDAP
2292,9,9329,Conyza bilbaoana,Q15549076,CNDBI
2293,9,9329,Conyza sp.,,CNDSS
2294,9,9330,Centranthus ruber,Q158231,CNERU
2295,9,9331,Cineraria sp.,,CNFSS
2296,8,9332,Cannabis sativa,Q26726,CNISA
2297,9,9333,Convallaria majalis,Q101711,CNKMA
2298,9,124,Chaenomeles cathayensis,Q2947466,CNMCT
2299,9,124,Chaenomeles japonica,Q158037,CNMJA
2300,9,124,Chaenomeles lagenaria,Q15536495,CNMSP
2301,9,124,Chaenomeles sp.,,CNMSS
2302,9,124,Chaenomeles x superba,,CNMSU
2303,8,9335,Canna coccinea,Q3926665,CNNCO
2304,8,9335,Canna edulis,Q15250761,CNNED
2305,8,9335,Canna x generalis,,CNNHY
2306,8,9335,Canna indica,Q163559,CNNIN
2307,8,9335,Canna sp.,,CNNSS
2308,9,9336,Caperonia palustris,Q15388467,CNPPA
2309,9,173,Delphinium ajacis,Q21873730,CNSAJ
2310,9,9337,Consolida orientalis,Q163383,CNSOR
2311,9,125,Choisya ternata,Q2964355,COATE
2312,8,9338,Coccinia adoensis,Q15532107,COCAD
2313,8,9338,Coccinia grandis,Q727330,COCGR
2314,8,9338,Coccinia microphylla,Q15532151,COCMI
2315,8,9338,Coccinia palmata,Q15532224,COCPA
2316,8,9338,Coccinia quinqueloba,Q15532264,COCQU
2317,8,9338,Coccinia trilobata,Q15532422,COCTR
2318,9,126,Coccoloba diversifolia,Q291763,CODDI
2319,9,126,Coccoloba uvifera,Q279494,CODUV
2320,9,127,Callirhoe involucrata,Q5741238,COEIN
2321,8,128,Coffea arabica,Q47685,COFAR
2322,8,128,Coffea canephora,Q47532,COFCA
2323,8,128,Coffea eugenioides,Q15430395,COFEU
2324,8,128,Coffea excelsa,Q47164156,COFEX
2325,8,128,Coffea hybrids,,COFHY
2326,8,128,Coffea kapakata,Q15430354,COFKA
2327,8,128,Coffea liberica,Q47718,COFLI
2328,8,128,Coffea sp.,,COFSS
2329,8,128,Coffea stenophylla,Q672410,COFST
2330,8,129,Combretum apiculatum,Q14504729,COGAP
2331,8,129,Combretum erythrophyllum,Q3642252,COGER
2332,8,129,Combretum kraussii,Q5150961,COGKR
2333,8,129,Combretum zeyheri,Q15574368,COGZE
2334,9,9339,Cola acuminata,Q522881,COHAC
2335,9,9339,Cola griseiflora,Q15361691,COHGR
2336,9,9339,Cola natalensis,Q15296580,COHNA
2337,9,9339,Cola nitida,Q1185081,COHNI
2338,9,9339,Cola sp.,,COHSS
2339,8,9340,Conium maculatum,Q218041,COIMA
2340,8,9342,Colocasia sp.,,COLCSP
2341,9,131,Commelina benghalensis,Q5152272,COMBE
2342,9,131,Commelina communis,Q159111,COMCO
2343,9,131,Commelina cyanea,Q5152270,COMCY
2344,9,131,Commelina diffusa,Q5152275,COMDI
2345,9,131,Commelina erecta,Q2920683,COMER
2346,8,9343,Distimake aegyptius,,CONAE
2347,8,132,Convolvulus althaeoides,Q149613,CONAL
2348,8,132,Convolvulus arvensis,Q111346,CONAR
2349,8,132,Convolvulus cantabrica,Q241272,CONCB
2350,8,132,Convolvulus cneorum,Q149738,CONCN
2351,8,132,Convolvulus humilis,Q17398020,CONHU
2352,8,132,Convolvulus sp.,,CONSS
2353,8,132,Convolvulus tricolor,Q149615,CONTR
2354,8,9181,Lepidium didymum,Q149609,COPDI
2355,8,9181,Lepidium coronopus,Q149924,COPSQ
2356,8,9344,Commiphora harveyi,Q15127158,COQHA
2357,8,9344,Commiphora mollis,Q15127195,COQMO
2358,8,9345,Coriandrum sativum,Q41611,CORSA
2359,9,9346,Centrosema plumierii,,COSPL
2360,9,9346,Centrosema pubescens,Q11046346,COSPU
2361,9,9346,Centrosema sp.,,COSSS
2362,9,9347,Cotinus coggygria,Q161406,COTCO
2363,9,9347,Cotinus sp.,,COTSS
2364,8,9349,Cocculus carolinus,Q5139267,COUCA
2365,8,9349,Cocculus laurifolius,Q585717,COULA
2366,8,9349,Cocculus orbiculatus,Q15283564,COUOR
2367,8,9350,Comptonia peregrina,Q929465,COVPE
2368,9,9351,Coix lacryma-jobi,Q827098,COXLJ
2369,9,9353,Corydalis raddeana,Q11035756,COYRD
2370,8,9354,Cuphea hyssopifolia,Q5194465,CPHHY
2371,8,9354,Cuphea viscosissima,Q431896,CPHPE
2372,8,9354,Cuphea sp.,,CPHSS
2373,9,9355,Cephalaria transsylvanica,Q15393833,CPITR
2374,8,9356,Cephalanthus occidentalis,Q4992358,CPLOC
2375,8,9357,Coprosma baueri,Q5168952,CPMBA
2376,8,9357,Coprosma repens,Q5168970,CPMRE
2377,8,9357,Coprosma robusta,Q5168972,CPMRO
2378,8,9359,Capparicordis crotonoides,Q15543094,CPPCR
2379,8,9360,Capparis erythrocarpos,Q15544019,CPPER
2380,8,9360,Capparis lucida,Q15546114,CPPLU
2381,8,9360,Capparis micracantha,Q15226408,CPPMC
2382,8,9360,Capparis mitchellii,Q5036129,CPPMT
2383,8,9360,Capparis nobilis,Q15543630,CPPNO
2384,8,9360,Capparis roxburghii,Q15545653,CPPRO
2385,8,9360,Capparis mariana,Q15543475,CPPSA
2386,8,9360,Capparis sepiaria var. citrifolia,,CPPSC
2387,8,9360,Capparis sepiaria,Q15226409,CPPSE
2388,8,9360,Capparis spinosa,Q156251,CPPSP
2389,8,9360,Capparis sp.,,CPPSS
2390,8,9360,Capparis tomentosa,Q5036130,CPPTO
2391,8,9361,Capraria biflora,Q13898056,CPRBI
2392,8,9362,Tubocapsicum anomalum,Q15540886,CPSAL
2393,8,134,Capsicum annuum,Q1380,CPSAN
2394,8,134,Capsicum baccatum,Q132263,CPSBA
2395,8,134,Capsicum baccatum var. pendulum,Q42682393,CPSBP
2396,8,134,Capsicum cardenasii,Q1035039,CPSCA
2397,8,134,Capsicum chacoense,,CPSCC
2398,8,134,Capsicum chinense,Q311071,CPSCH
2399,8,134,Capsicum frutescens,Q311426,CPSFR
2400,8,134,Capsicum pubescens,Q133428,CPSPU
2401,8,134,Capsicum sp.,,CPSSS
2402,9,9364,Cypripedium reginae,Q977605,CPVRE
2403,8,9365,Camptotheca acuminata,Q9301049,CPWAC
2404,9,135,Corypha umbraculifera,Q856001,CPYUM
2405,9,135,Corypha utan,Q3768507,CPYUT
2406,9,9366,Chamelaucium sp.,,CQASS
2407,9,9366,Chamelaucium uncinatum,Q470993,CQAUN
2408,8,9367,Cucurbitella asperata,Q15533326,CQBAS
2409,8,9368,Corallocarpus ellipticus,Q15532320,CQCEL
2410,8,9368,Corallocarpus schimperi,Q15532590,CQCSC
2411,9,9369,Coleonema album,Q5777346,CQMAL
2412,8,9371,Costus afer,Q15324975,CQTAF
2413,8,9371,Costus cuspidatus,,CQTCU
2414,8,9371,Costus spiralis,Q15325563,CQTSR
2415,9,136,Caragana arborescens,Q162124,CRAAR
2416,9,9372,Caryopteris x clandonensis,Q112260740,CRBCL
2417,7,9377,Chara contraria,Q1498319,CRFCO
2418,7,9377,Chara sp.,,CRFSS
2419,9,137,Corchorus aestuans,Q15231472,CRGAE
2420,9,137,Corchorus capsularis,Q3190566,CRGCA
2421,9,137,Corchorus hirtus,Q15362810,CRGHT
2422,9,137,Corchorus olitorius,Q165343,CRGOL
2423,9,137,Corchorus orinocensis,Q15363957,CRGOR
2424,9,137,Corchorus trilocularis,Q15363678,CRGTR
2425,8,9378,Cordia alba,Q5169967,CRHAL
2426,8,9378,Cordia boissieri,Q147841,CRHBS
2427,8,9378,Cordia caffra,Q13036024,CRHCA
2428,8,9378,Cordia collococca,Q12888272,CRHCO
2429,8,9379,Cordia globosa,Q2997120,CRHGL
2430,8,9378,Cordia lutea,Q15579385,CRHLU
2431,8,9378,Cordia myxa,Q2724424,CRHMY
2432,8,9378,Cordia sebestena,Q3042521,CRHSE
2433,8,9378,Cordia sp.,,CRHSS
2434,9,9380,Cardiospermum corindum,Q15546943,CRICO
2435,9,9380,Cardiospermum halicacabum,Q1377406,CRIHA
2436,9,9380,Cardiospermum sp.,,CRISS
2437,9,9233,Ceiba speciosa,Q1031120,CRKSP
2438,9,9381,Coreopsis basalis,Q4232931,CRLBA
2439,9,9381,Coreopsis grandiflora,Q1319071,CRLGR
2440,9,9381,Coreopsis lanceolata,Q1023836,CRLLA
2441,9,9381,Coreopsis maritima,Q4232932,CRLMR
2442,9,9381,Coreopsis sp.,,CRLSS
2443,9,9381,Coreopsis tinctoria,Q2631259,CRLTI
2444,8,9382,Crambe maritima,Q165299,CRMMA
2445,8,9383,Milicia excelsa,Q3018022,CRPEX
2446,8,9384,Maclura tinctoria,Q168042,CRPTI
2447,8,9386,Coriaria myrtifolia,Q2714475,CRRMY
2448,8,9386,Coriaria sp.,,CRRSS
2449,9,9387,Crassocephalum crepidioides,Q1027615,CRSCR
2450,9,9387,Crassocephalum rubens,Q5182508,CRSRU
2451,9,9388,Carduus acanthoides,Q1541319,CRUAC
2452,9,9388,Carduus crispus,Q926838,CRUCR
2453,9,9388,Carduus nutans,Q1431280,CRUNU
2454,9,9388,Carduus pycnocephalus,Q2700500,CRUPY
2455,9,9388,Carduus sp.,,CRUSS
2456,8,139,Cornus alba,Q158228,CRWAL
2457,8,139,Cornus alternifolia,Q639615,CRWAT
2458,8,139,Cornus canadensis,Q1420828,CRWCA
2459,8,139,Cornus controversa,Q926249,CRWCO
2460,8,139,Cornus capitata,Q168335,CRWCP
2461,8,139,Cornus drummondii,Q187040,CRWDR
2462,8,139,Cornus florida,Q887221,CRWFL
2463,8,139,Cornus hybrids,,CRWHY
2464,8,139,Cornus kousa,Q728441,CRWKO
2465,8,139,Cornus macrophylla,Q11298798,CRWMA
2466,8,139,Cornus mas,Q158642,CRWMS
2467,8,139,Cornus nuttallii,Q220777,CRWNU
2468,8,139,Cornus officinalis,Q728125,CRWOF
2469,8,139,Cornus racemosa,Q1134291,CRWRA
2470,8,139,Cornus x rutgersensis,,CRWRT
2471,8,139,Cornus sanguinea,Q161416,CRWSA
2472,8,139,Cornus sericea f. baileyi,,CRWSB
2473,8,139,Cornus sericea,Q164130,CRWSR
2474,8,139,Cornus sp.,,CRWSS
2475,9,140,Carex sp.,,CRXSS
2476,8,9389,Carum carvi,Q26811,CRYCA
2477,9,9390,Chrozophora tinctoria,Q1984236,CRZTI
2478,9,9391,Cassinia leptophylla,,CSALE
2479,9,9391,Cassinia retorta,Q65933758,CSARE
2480,8,141,Crassula ovata,Q157299,CSBOV
2481,9,142,Crataegus aestivalis,Q631650,CSCAE
2482,9,142,Crataegus azarolus,Q793606,CSCAZ
2483,9,142,Crataegus coccinea,Q3002196,CSCCC
2484,9,142,Crataegus crus-galli,Q916961,CSCCG
2485,9,142,Crataegus cuneata,Q1023828,CSCCU
2486,9,142,Crataegus douglasii,Q918920,CSCDO
2487,9,142,Crataegus flabellata,Q2081304,CSCFL
2488,9,142,Crataegus gracilior,Q15537237,CSCGR
2489,9,142,Crataegus hissarica,Q17247041,CSCHI
2490,9,142,Crataegus holmesiana,Q5182566,CSCHO
2491,9,142,Crataegus x lavallei,Q1693676,CSCLV
2492,9,142,Crataegus macrosperma,Q5182572,CSCMA
2493,9,142,Crataegus mexicana,Q2669488,CSCME
2494,9,142,Crataegus mollis,Q2671022,CSCML
2495,9,142,Crataegus monogyna,Q161511,CSCMO
2496,9,142,Crataegus marshallii,Q5182573,CSCMS
2497,9,142,Crataegus macracantha,Q4095566,CSCMT
2498,9,142,Crataegus maximowiczii,Q1023505,CSCMX
2499,9,142,Crataegus opaca,Q18555704,CSCOP
2500,9,142,Crataegus orientalis,Q2013395,CSCOR
2501,9,142,Crataegus laevigata,Q159553,CSCOX
2502,9,142,Crataegus phaenopyrum,Q3002191,CSCPH
2503,9,142,Crataegus pinnatifida,Q1141735,CSCPI
2504,9,142,Crataegus pontica,Q4095575,CSCPO
2505,9,142,Crataegus x prunifolia,,CSCPR
2506,9,142,Crataegus punctata,Q4095586,CSCPU
2507,9,142,Crataegus rhipidophylla,Q159086,CSCRO
2508,9,142,Crataegus sp.,,CSCSS
2509,9,142,Crataegus turkestanica,Q4095582,CSCTU
2510,9,142,Crataegus uniflora,Q4095578,CSCUN
2511,9,142,Crataegus viridis,Q2084514,CSCVI
2512,9,142,Crataegus wilsonii,Q5182598,CSCWI
2513,9,9392,Crossandra infundibuliformis,Q3496448,CSDIN
2514,9,9392,Crossandra massaica,Q15313791,CSDMA
2515,9,9394,Gambeya albida,Q81735476,CSFAL
2516,9,9395,Chrysophyllum cainito,Q1612679,CSFCA
2517,9,9395,Chrysophyllum gonocarpum,Q2967409,CSFGO
2518,9,9395,Chrysophyllum imperiale,Q5114904,CSFIM
2519,9,9395,Chrysophyllum mexicanum,Q9191437,CSFMX
2520,9,9395,Chrysophyllum oliviforme,Q5114905,CSFOL
2521,9,9396,Donella lanceolata,Q65936973,CSFRX
2522,9,9395,Chrysophyllum sp.,,CSFSS
2523,8,9397,Castilla elastica,Q1768699,CSIEL
2524,9,9398,Casimiroa edulis,Q2312704,CSJED
2525,9,9398,Casimiroa pubescens,Q15389241,CSJPU
2526,9,9398,Casimiroa sp.,,CSJSS
2527,9,9398,Casimiroa tetrameria,Q15389465,CSJTE
2528,8,143,Castilleja angustifolia,Q5049889,CSLAN
2529,8,143,Castilleja coccinea,Q5049899,CSLCO
2530,8,143,Castilleja foliolosa,Q5049904,CSLFO
2531,8,143,Castilleja indivisa,Q5049907,CSLIN
2532,8,143,Castilleja integrifolia,Q15349746,CSLIT
2533,8,143,Castilleja latifolia,Q5049912,CSLLA
2534,8,143,Castilleja linariifolia,Q265620,CSLLI
2535,8,143,Castilleja martini,Q42348836,CSLMA
2536,8,143,Castilleja miniata,Q2941436,CSLMI
2537,8,143,Castilleja minor,Q5049917,CSLMN
2538,8,143,Castilleja occidentalis,Q2941431,CSLOC
2539,8,143,Castilleja patriotica,Q15351682,CSLPA
2540,8,143,Castilleja rhexifolia,Q15350409,CSLRX
2541,8,143,Castilleja sessiliflora,Q5049928,CSLSE
2542,8,143,Castilleja suksdorfii,Q15350265,CSLSK
2543,8,143,Castilleja tenuiflora,Q15031110,CSLTE
2544,8,143,Castilleja wightii,Q15350938,CSLWI
2545,9,343,Osteospermum moniliferum,Q21876051,CSMMO
2546,8,144,Castanea crenata,Q717827,CSNCR
2547,8,144,Castanea dentata,Q468698,CSNDE
2548,8,144,Castanea henryi,Q577422,CSNHE
2549,8,144,Castanea hybrids,,CSNHY
2550,8,144,Castanea mollissima,Q699584,CSNMO
2551,8,144,Castanea ozarkensis,Q5756707,CSNOZ
2552,8,144,Castanea pumila,Q3662068,CSNPU
2553,8,144,Castanea sativa,Q22699,CSNSA
2554,8,144,Castanea seguinii,Q4218279,CSNSE
